,date,temperatures(C),humidity(%),pressure(hPa),energy
114,2021-01-05 18:00,-1.5,48.0,1020.4,391.72399999999834
115,2021-01-05 19:00,-2.1,49.0,1020.5,368.1219999999994
116,2021-01-05 20:00,-2.5,52.0,1020.3,339.2560000000012
117,2021-01-05 21:00,-2.8,55.0,1020.6,318.1859999999979
118,2021-01-05 22:00,-3.2,58.0,1020.3,302.992000000002
119,2021-01-05 23:00,-3.5,63.0,1020.5,287.1899999999987
120,2021-01-06 0:00,-4.0,65.0,1020.5,266.7260000000024
121,2021-01-06 1:00,-4.3,64.0,1020.6,248.3040000000001
122,2021-01-06 2:00,-4.9,62.0,1020.3,241.69799999999668
123,2021-01-06 3:00,-5.1,61.0,1020.1,229.8100000000013
124,2021-01-06 4:00,-5.1,60.0,1018.9,232.7280000000028
125,2021-01-06 5:00,-5.4,61.0,1018.9,233.47799999999552
126,2021-01-06 6:00,-5.4,59.0,1018.5,239.07800000000134
127,2021-01-06 7:00,-5.4,62.0,1018.4,242.1359999999986
128,2021-01-06 8:00,-4.9,57.0,1018.5,249.2479999999996
129,2021-01-06 9:00,-4.5,55.0,1019.0,277.6680000000051
130,2021-01-06 10:00,-3.9,55.0,1018.4,368.09599999999773
131,2021-01-06 11:00,-1.8,53.0,1017.8,397.4479999999967
132,2021-01-06 12:00,-0.8,51.0,1017.2,406.4520000000048
133,2021-01-06 13:00,-0.8,51.0,1014.7,405.387999999999
134,2021-01-06 14:00,0.1,50.0,1013.9,396.0279999999984
135,2021-01-06 15:00,1.5,44.0,1013.4,399.4959999999992
136,2021-01-06 16:00,0.4,48.0,1013.7,392.60399999999936
137,2021-01-06 17:00,-0.3,55.0,1014.0,398.4520000000048
138,2021-01-06 18:00,-1.8,81.0,1014.0,385.791999999994
139,2021-01-06 19:00,-1.8,87.0,1013.7,359.00800000000163
140,2021-01-06 20:00,-1.7,84.0,1013.6,331.8480000000054
141,2021-01-06 21:00,-1.5,83.0,1012.6,318.60399999999936
142,2021-01-06 22:00,-1.9,92.0,1012.0,319.8240000000005
143,2021-01-06 23:00,-1.9,96.0,1012.0,296.3919999999998
144,2021-01-07 0:00,-1.6,93.0,1012.8,274.98799999999756
145,2021-01-07 1:00,-2.5,69.0,1013.8,266.58400000000256
146,2021-01-07 2:00,-3.7,62.0,1013.7,265.0720000000001
147,2021-01-07 3:00,-4.6,91.0,1013.7,254.25999999999476
148,2021-01-07 4:00,-5.3,87.0,1014.1,250.88000000000466
149,2021-01-07 5:00,-6.2,77.0,1014.9,244.94799999999668
150,2021-01-07 6:00,-6.6,77.0,1015.4,248.34399999999732
151,2021-01-07 7:00,-7.0,69.0,1015.9,246.15600000000268
152,2021-01-07 8:00,-7.4,84.0,1016.7,264.1200000000026
153,2021-01-07 9:00,-8.0,84.0,1017.5,292.98399999999674
